gene	sample	TPM
ADARB2-AS1	Control-3-IFNb	0
ADARB2-AS1	Control-3-LPS	0
ADARB2-AS1	Control-4-Basal	0
ADARB2-AS1	Control-4-IFNb	0
ADARB2-AS1	Control-4-LPS	0
ADARB2-AS1	Control-5-Basal	0
ADARB2-AS1	Control-5-IFNb	0
ADARB2-AS1	Control-5-LPS	0
ADARB2-AS1	Control-6-Basal	0
ADARB2-AS1	Control-6-IFNb	0
ADARB2-AS1	Control-6-LPS	0
ADARB2-AS1	Control-7-Basal	0
ADARB2-AS1	Control-7-IFNb	0
ADARB2-AS1	Control-7-LPS	0
ADARB2-AS1	Control-8-Basal	0
ADARB2-AS1	Control-8-IFNb	0
ADARB2-AS1	Control-8-LPS	0
ADARB2-AS1	Control-9-Basal	0
ADARB2-AS1	Control-9-IFNb	0
ADARB2-AS1	Control-9-LPS	0
ADARB2-AS1	MCI-1-Basal	0
ADARB2-AS1	MCI-1-IFNb	0
ADARB2-AS1	MCI-1-LPS	0
ADARB2-AS1	MCI-10-Basal	0
ADARB2-AS1	MCI-10-IFNb	0
ADARB2-AS1	MCI-10-LPS	0
ADARB2-AS1	MCI-11-Basal	0
ADARB2-AS1	MCI-11-IFNb	0
ADARB2-AS1	MCI-11-LPS	0
ADARB2-AS1	MCI-2-Basal	0
ADARB2-AS1	MCI-2-IFNb	0
ADARB2-AS1	MCI-2-LPS	0
ADARB2-AS1	MCI-3-Basal	0
ADARB2-AS1	MCI-3-IFNb	0
ADARB2-AS1	MCI-3-LPS	0
ADARB2-AS1	MCI-4-Basal	0
ADARB2-AS1	MCI-4-IFNb	0
ADARB2-AS1	MCI-4-LPS	0
ADARB2-AS1	MCI-5-Basal	0
ADARB2-AS1	MCI-5-IFNb	0
ADARB2-AS1	MCI-5-LPS	0
ADARB2-AS1	MCI-6-Basal	0
ADARB2-AS1	MCI-6-IFNb	0
ADARB2-AS1	MCI-6-LPS	0
ADARB2-AS1	MCI-7-Basal	0
ADARB2-AS1	MCI-7-IFNb	0
ADARB2-AS1	MCI-7-LPS	0
ADARB2-AS1	MCI-8-Basal	0
ADARB2-AS1	MCI-8-IFNb	0
ADARB2-AS1	MCI-8-LPS	0
ADARB2-AS1	MCI-9-Basal	0
ADARB2-AS1	MCI-9-IFNb	0
ADARB2-AS1	MCI-9-LPS	0
ADARB2-AS1	PD-1-Basal	0
ADARB2-AS1	PD-1-IFNb	0
ADARB2-AS1	PD-1-LPS	0
ADARB2-AS1	PD-10-Basal	0
ADARB2-AS1	PD-10-IFNb	0
ADARB2-AS1	PD-10-LPS	0
ADARB2-AS1	PD-11-Basal	0
ADARB2-AS1	PD-11-IFNb	0
ADARB2-AS1	PD-11-LPS	0
ADARB2-AS1	PD-2-Basal	0
ADARB2-AS1	PD-2-IFNb	0
ADARB2-AS1	PD-2-LPS	0
ADARB2-AS1	PD-3-Basal	0
ADARB2-AS1	PD-3-IFNb	0
ADARB2-AS1	PD-3-LPS	0
ADARB2-AS1	PD-4-Basal	0
ADARB2-AS1	PD-4-IFNb	0
ADARB2-AS1	PD-4-LPS	0
ADARB2-AS1	PD-5-Basal	0
ADARB2-AS1	PD-5-IFNb	0
ADARB2-AS1	PD-5-LPS	0
ADARB2-AS1	PD-6-Basal	0
ADARB2-AS1	PD-6-IFNb	0
ADARB2-AS1	PD-6-LPS	0
ADARB2-AS1	PD-7-Basal	0
ADARB2-AS1	PD-7-IFNb	0
ADARB2-AS1	PD-7-LPS	0
ADARB2-AS1	PD-8-Basal	0
ADARB2-AS1	PD-8-IFNb	0
ADARB2-AS1	PD-8-LPS	0
ADARB2-AS1	PD-9-Basal	0
ADARB2-AS1	PD-9-IFNb	0
ADARB2-AS1	PD-9-LPS	0
ADARB2-AS1	YC-1-Basal	0
ADARB2-AS1	YC-1-IFNb	0
ADARB2-AS1	YC-1-LPS	0
ADARB2-AS1	YC-10-Basal	0
ADARB2-AS1	YC-10-IFNb	0
ADARB2-AS1	YC-10-LPS	0
ADARB2-AS1	YC-11-Basal	0
ADARB2-AS1	YC-11-IFNb	0
ADARB2-AS1	YC-11-LPS	0
ADARB2-AS1	YC-2-Basal	0
ADARB2-AS1	YC-2-IFNb	0
ADARB2-AS1	YC-2-LPS	0
ADARB2-AS1	YC-3-Basal	0
ADARB2-AS1	YC-3-IFNb	0
ADARB2-AS1	YC-3-LPS	0
ADARB2-AS1	YC-4-Basal	0
ADARB2-AS1	YC-4-IFNb	0
ADARB2-AS1	YC-4-LPS	0
ADARB2-AS1	YC-5-Basal	0
ADARB2-AS1	YC-5-IFNb	0
ADARB2-AS1	YC-5-LPS	0
ADARB2-AS1	YC-6-Basal	0
ADARB2-AS1	YC-6-IFNb	0
ADARB2-AS1	YC-6-LPS	0
ADARB2-AS1	YC-7-Basal	0
ADARB2-AS1	YC-7-IFNb	0
ADARB2-AS1	YC-7-LPS	0
ADARB2-AS1	YC-8-Basal	0
ADARB2-AS1	YC-8-IFNb	0
ADARB2-AS1	YC-8-LPS	0
ADARB2-AS1	YC-9-Basal	0
ADARB2-AS1	YC-9-IFNb	0
ADARB2-AS1	YC-9-LPS	0
ADARB2	AD-1-Basal	0.09
ADARB2	AD-1-IFNb	0
ADARB2	AD-1-LPS	0.1
ADARB2	AD-10-Basal	0.63
ADARB2	AD-10-IFNb	0.64
ADARB2	AD-10-LPS	0.11
ADARB2	AD-11-Basal	0
ADARB2	AD-11-IFNb	0
ADARB2	AD-11-LPS	0
ADARB2	AD-2-Basal	0.57
ADARB2	AD-2-IFNb	0.02
ADARB2	AD-2-LPS	0.1
ADARB2	AD-3-Basal	0
ADARB2	AD-3-IFNb	0
ADARB2	AD-3-LPS	0
ADARB2	AD-4-Basal	0
ADARB2	AD-4-IFNb	0
ADARB2	AD-4-LPS	0
ADARB2	AD-5-Basal	0
ADARB2	AD-5-IFNb	0
ADARB2	AD-5-LPS	0
ADARB2	AD-6-Basal	0
ADARB2	AD-6-IFNb	0
ADARB2	AD-6-LPS	0
ADARB2	AD-7-Basal	0
ADARB2	AD-7-IFNb	0
ADARB2	AD-7-LPS	0
ADARB2	AD-8-Basal	0.4
ADARB2	AD-8-IFNb	0.04
ADARB2	AD-8-LPS	1
ADARB2	AD-9-Basal	0
ADARB2	AD-9-IFNb	0
ADARB2	AD-9-LPS	0
ADARB2	Control-1-Basal	0
ADARB2	Control-1-IFNb	0
ADARB2	Control-1-LPS	0
ADARB2	Control-10-Basal	0
ADARB2	Control-10-IFNb	0
ADARB2	Control-10-LPS	0
ADARB2	Control-11-Basal	0.84
ADARB2	Control-11-IFNb	0.79
ADARB2	Control-11-LPS	0.2
ADARB2	Control-2-Basal	0
ADARB2	Control-2-IFNb	0.22
ADARB2	Control-2-LPS	0.49
ADARB2	Control-3-Basal	0.09
ADARB2	Control-3-IFNb	0
ADARB2	Control-3-LPS	0
ADARB2	Control-4-Basal	0
ADARB2	Control-4-IFNb	0
ADARB2	Control-4-LPS	0
ADARB2	Control-5-Basal	0
ADARB2	Control-5-IFNb	0.02
ADARB2	Control-5-LPS	0.02
ADARB2	Control-6-Basal	0
ADARB2	Control-6-IFNb	0
ADARB2	Control-6-LPS	0
ADARB2	Control-7-Basal	0
ADARB2	Control-7-IFNb	0
ADARB2	Control-7-LPS	0
ADARB2	Control-8-Basal	0
ADARB2	Control-8-IFNb	0
ADARB2	Control-8-LPS	0
ADARB2	Control-9-Basal	0
ADARB2	Control-9-IFNb	0
ADARB2	Control-9-LPS	0
ADARB2	MCI-1-Basal	0
ADARB2	MCI-1-IFNb	0
ADARB2	MCI-1-LPS	0
ADARB2	MCI-10-Basal	0
ADARB2	MCI-10-IFNb	0
ADARB2	MCI-10-LPS	0
ADARB2	MCI-11-Basal	0.79
ADARB2	MCI-11-IFNb	0.31
ADARB2	MCI-11-LPS	1.18
ADARB2	MCI-2-Basal	0.13
ADARB2	MCI-2-IFNb	0
ADARB2	MCI-2-LPS	0
ADARB2	MCI-3-Basal	0
ADARB2	MCI-3-IFNb	0
ADARB2	MCI-3-LPS	0
ADARB2	MCI-4-Basal	0
ADARB2	MCI-4-IFNb	0
ADARB2	MCI-4-LPS	0.04
ADARB2	MCI-5-Basal	0.43
ADARB2	MCI-5-IFNb	0.19
ADARB2	MCI-5-LPS	0.14
ADARB2	MCI-6-Basal	0.67
ADARB2	MCI-6-IFNb	0
ADARB2	MCI-6-LPS	0.1
ADARB2	MCI-7-Basal	0.47
ADARB2	MCI-7-IFNb	0.03
ADARB2	MCI-7-LPS	0
ADARB2	MCI-8-Basal	0.1
ADARB2	MCI-8-IFNb	0.11
ADARB2	MCI-8-LPS	0.04
ADARB2	MCI-9-Basal	0.7
ADARB2	MCI-9-IFNb	0.52
ADARB2	MCI-9-LPS	0.6
ADARB2	PD-1-Basal	0
ADARB2	PD-1-IFNb	0
ADARB2	PD-1-LPS	0
ADARB2	PD-10-Basal	0
ADARB2	PD-10-IFNb	0
ADARB2	PD-10-LPS	0
ADARB2	PD-11-Basal	0.04
ADARB2	PD-11-IFNb	0
ADARB2	PD-11-LPS	0
ADARB2	PD-2-Basal	0
ADARB2	PD-2-IFNb	0
ADARB2	PD-2-LPS	0
ADARB2	PD-3-Basal	0
ADARB2	PD-3-IFNb	0
ADARB2	PD-3-LPS	0.11
ADARB2	PD-4-Basal	0
ADARB2	PD-4-IFNb	0
ADARB2	PD-4-LPS	0
ADARB2	PD-5-Basal	0.78
ADARB2	PD-5-IFNb	0
ADARB2	PD-5-LPS	0
ADARB2	PD-6-Basal	0
ADARB2	PD-6-IFNb	0
ADARB2	PD-6-LPS	0
ADARB2	PD-7-Basal	0.44
ADARB2	PD-7-IFNb	0.09
ADARB2	PD-7-LPS	0.64
ADARB2	PD-8-Basal	0
ADARB2	PD-8-IFNb	0.07
ADARB2	PD-8-LPS	0.15
ADARB2	PD-9-Basal	0.57
ADARB2	PD-9-IFNb	0.21
ADARB2	PD-9-LPS	0.19
ADARB2	YC-1-Basal	0
ADARB2	YC-1-IFNb	0
ADARB2	YC-1-LPS	0
ADARB2	YC-10-Basal	0.28
ADARB2	YC-10-IFNb	0
ADARB2	YC-10-LPS	0.33
ADARB2	YC-11-Basal	0
ADARB2	YC-11-IFNb	0
ADARB2	YC-11-LPS	0
ADARB2	YC-2-Basal	0.5
ADARB2	YC-2-IFNb	0.18
ADARB2	YC-2-LPS	0.11
ADARB2	YC-3-Basal	0
ADARB2	YC-3-IFNb	0
ADARB2	YC-3-LPS	0
ADARB2	YC-4-Basal	0.19
ADARB2	YC-4-IFNb	0
ADARB2	YC-4-LPS	0.38
ADARB2	YC-5-Basal	0.36
ADARB2	YC-5-IFNb	0
ADARB2	YC-5-LPS	0
ADARB2	YC-6-Basal	0.99
ADARB2	YC-6-IFNb	0
ADARB2	YC-6-LPS	0
ADARB2	YC-7-Basal	0
ADARB2	YC-7-IFNb	0
ADARB2	YC-7-LPS	0
ADARB2	YC-8-Basal	0.61
ADARB2	YC-8-IFNb	0.01
ADARB2	YC-8-LPS	0.35
ADARB2	YC-9-Basal	0.24
ADARB2	YC-9-IFNb	0.11
ADARB2	YC-9-LPS	0.2
APOBEC1	AD-1-Basal	0
APOBEC1	AD-1-IFNb	0
APOBEC1	AD-1-LPS	0
APOBEC1	AD-10-Basal	0
APOBEC1	AD-10-IFNb	0
APOBEC1	AD-10-LPS	0
APOBEC1	AD-11-Basal	0
APOBEC1	AD-11-IFNb	0
APOBEC1	AD-11-LPS	0
APOBEC1	AD-2-Basal	0
APOBEC1	AD-2-IFNb	0
APOBEC1	AD-2-LPS	0
APOBEC1	AD-3-Basal	0
APOBEC1	AD-3-IFNb	0
APOBEC1	AD-3-LPS	0
APOBEC1	AD-4-Basal	0
APOBEC1	AD-4-IFNb	0
APOBEC1	AD-4-LPS	0
APOBEC1	AD-5-Basal	0
APOBEC1	AD-5-IFNb	0
APOBEC1	AD-5-LPS	0
APOBEC1	AD-6-Basal	0
APOBEC1	AD-6-IFNb	0
APOBEC1	AD-6-LPS	0
APOBEC1	AD-7-Basal	0
APOBEC1	AD-7-IFNb	0
APOBEC1	AD-7-LPS	0
APOBEC1	AD-8-Basal	0
APOBEC1	AD-8-IFNb	0
APOBEC1	AD-8-LPS	0
APOBEC1	AD-9-Basal	0
APOBEC1	AD-9-IFNb	0
APOBEC1	AD-9-LPS	0
APOBEC1	Control-1-Basal	0
APOBEC1	Control-1-IFNb	0
APOBEC1	Control-1-LPS	0
APOBEC1	Control-10-Basal	0
APOBEC1	Control-10-IFNb	0
APOBEC1	Control-10-LPS	0
APOBEC1	Control-11-Basal	0
APOBEC1	Control-11-IFNb	0
APOBEC1	Control-11-LPS	0
APOBEC1	Control-2-Basal	0
APOBEC1	Control-2-IFNb	0
APOBEC1	Control-2-LPS	0
APOBEC1	Control-3-Basal	0
APOBEC1	Control-3-IFNb	0
APOBEC1	Control-3-LPS	0
APOBEC1	Control-4-Basal	0
APOBEC1	Control-4-IFNb	0
APOBEC1	Control-4-LPS	0
APOBEC1	Control-5-Basal	0
APOBEC1	Control-5-IFNb	0
APOBEC1	Control-5-LPS	0
APOBEC1	Control-6-Basal	0
APOBEC1	Control-6-IFNb	0
APOBEC1	Control-6-LPS	0
APOBEC1	Control-7-Basal	0
APOBEC1	Control-7-IFNb	0
APOBEC1	Control-7-LPS	0
APOBEC1	Control-8-Basal	0
APOBEC1	Control-8-IFNb	0
APOBEC1	Control-8-LPS	0
APOBEC1	Control-9-Basal	0
APOBEC1	Control-9-IFNb	0
APOBEC1	Control-9-LPS	0
APOBEC1	MCI-1-Basal	0
APOBEC1	MCI-1-IFNb	0
APOBEC1	MCI-1-LPS	0
APOBEC1	MCI-10-Basal	0
APOBEC1	MCI-10-IFNb	0
APOBEC1	MCI-10-LPS	0
APOBEC1	MCI-11-Basal	0
APOBEC1	MCI-11-IFNb	0
APOBEC1	MCI-11-LPS	0
APOBEC1	MCI-2-Basal	0
APOBEC1	MCI-2-IFNb	0
APOBEC1	MCI-2-LPS	0
APOBEC1	MCI-3-Basal	0
APOBEC1	MCI-3-IFNb	0
APOBEC1	MCI-3-LPS	0
APOBEC1	MCI-4-Basal	0
APOBEC1	MCI-4-IFNb	0
APOBEC1	MCI-4-LPS	0
APOBEC1	MCI-5-Basal	0
APOBEC1	MCI-5-IFNb	0
APOBEC1	MCI-5-LPS	0
APOBEC1	MCI-6-Basal	0
APOBEC1	MCI-6-IFNb	0
APOBEC1	MCI-6-LPS	0
APOBEC1	MCI-7-Basal	0
APOBEC1	MCI-7-IFNb	0
APOBEC1	MCI-7-LPS	0
APOBEC1	MCI-8-Basal	0
APOBEC1	MCI-8-IFNb	0
APOBEC1	MCI-8-LPS	0
APOBEC1	MCI-9-Basal	0
APOBEC1	MCI-9-IFNb	0
APOBEC1	MCI-9-LPS	0
APOBEC1	PD-1-Basal	0
APOBEC1	PD-1-IFNb	0
APOBEC1	PD-1-LPS	0
APOBEC1	PD-10-Basal	0
APOBEC1	PD-10-IFNb	0
APOBEC1	PD-10-LPS	0
APOBEC1	PD-11-Basal	0
APOBEC1	PD-11-IFNb	0
APOBEC1	PD-11-LPS	0
APOBEC1	PD-2-Basal	0
APOBEC1	PD-2-IFNb	0
APOBEC1	PD-2-LPS	0
APOBEC1	PD-3-Basal	0
APOBEC1	PD-3-IFNb	0
APOBEC1	PD-3-LPS	0
APOBEC1	PD-4-Basal	0
APOBEC1	PD-4-IFNb	0
APOBEC1	PD-4-LPS	0
APOBEC1	PD-5-Basal	0
APOBEC1	PD-5-IFNb	0
APOBEC1	PD-5-LPS	0
APOBEC1	PD-6-Basal	0
APOBEC1	PD-6-IFNb	0
APOBEC1	PD-6-LPS	0
APOBEC1	PD-7-Basal	0
APOBEC1	PD-7-IFNb	0
APOBEC1	PD-7-LPS	0
APOBEC1	PD-8-Basal	0
APOBEC1	PD-8-IFNb	0
APOBEC1	PD-8-LPS	0
APOBEC1	PD-9-Basal	0
APOBEC1	PD-9-IFNb	0
APOBEC1	PD-9-LPS	0
APOBEC1	YC-1-Basal	0
APOBEC1	YC-1-IFNb	0
APOBEC1	YC-1-LPS	0
APOBEC1	YC-10-Basal	0
APOBEC1	YC-10-IFNb	0
APOBEC1	YC-10-LPS	0
APOBEC1	YC-11-Basal	0
APOBEC1	YC-11-IFNb	0
APOBEC1	YC-11-LPS	0
APOBEC1	YC-2-Basal	0
APOBEC1	YC-2-IFNb	0
APOBEC1	YC-2-LPS	0
APOBEC1	YC-3-Basal	0
APOBEC1	YC-3-IFNb	0
APOBEC1	YC-3-LPS	0
APOBEC1	YC-4-Basal	0
APOBEC1	YC-4-IFNb	0
APOBEC1	YC-4-LPS	0
APOBEC1	YC-5-Basal	0
APOBEC1	YC-5-IFNb	0
APOBEC1	YC-5-LPS	0
APOBEC1	YC-6-Basal	0
APOBEC1	YC-6-IFNb	0
APOBEC1	YC-6-LPS	0
APOBEC1	YC-7-Basal	0
APOBEC1	YC-7-IFNb	0
APOBEC1	YC-7-LPS	0
APOBEC1	YC-8-Basal	0
APOBEC1	YC-8-IFNb	0
APOBEC1	YC-8-LPS	0
APOBEC1	YC-9-Basal	0
APOBEC1	YC-9-IFNb	0
APOBEC1	YC-9-LPS	0
ADARB1	AD-1-Basal	1.58
ADARB1	AD-1-IFNb	0.88
ADARB1	AD-1-LPS	4.67
ADARB1	AD-10-Basal	1.9
ADARB1	AD-10-IFNb	2.34
ADARB1	AD-10-LPS	6.3
ADARB1	AD-11-Basal	0.92
ADARB1	AD-11-IFNb	0.77
ADARB1	AD-11-LPS	4.06
ADARB1	AD-2-Basal	3.28
ADARB1	AD-2-IFNb	3.31
ADARB1	AD-2-LPS	6.79
ADARB1	AD-3-Basal	5.74
ADARB1	AD-3-IFNb	7.81
ADARB1	AD-3-LPS	5.8
ADARB1	AD-4-Basal	1.39
ADARB1	AD-4-IFNb	6.88
ADARB1	AD-4-LPS	5.12
ADARB1	AD-5-Basal	2.88
ADARB1	AD-5-IFNb	4.19
ADARB1	AD-5-LPS	5.86
ADARB1	AD-6-Basal	2.14
ADARB1	AD-6-IFNb	5.2
ADARB1	AD-6-LPS	1.31
ADARB1	AD-7-Basal	0.67
ADARB1	AD-7-IFNb	4.55
ADARB1	AD-7-LPS	4.15
ADARB1	AD-8-Basal	0.53
ADARB1	AD-8-IFNb	3.65
ADARB1	AD-8-LPS	3.4
ADARB1	AD-9-Basal	0.74
ADARB1	AD-9-IFNb	1.3
ADARB1	AD-9-LPS	2.19
ADARB1	Control-1-Basal	2.07
ADARB1	Control-1-IFNb	1.59
ADARB1	Control-1-LPS	2.72
ADARB1	Control-10-Basal	2.63
ADARB1	Control-10-IFNb	3.47
ADARB1	Control-10-LPS	4.91
ADARB1	Control-11-Basal	1.7
ADARB1	Control-11-IFNb	0.4
ADARB1	Control-11-LPS	2.5
ADARB1	Control-2-Basal	1.56
ADARB1	Control-2-IFNb	3.24
ADARB1	Control-2-LPS	6.48
ADARB1	Control-3-Basal	1.59
ADARB1	Control-3-IFNb	4.17
ADARB1	Control-3-LPS	7.37
ADARB1	Control-4-Basal	6.26
ADARB1	Control-4-IFNb	4.2
ADARB1	Control-4-LPS	3.73
ADARB1	Control-5-Basal	2.23
ADARB1	Control-5-IFNb	2.97
ADARB1	Control-5-LPS	2.32
ADARB1	Control-6-Basal	9.15
ADARB1	Control-6-IFNb	2.92
ADARB1	Control-6-LPS	3.44
ADARB1	Control-7-Basal	4.35
ADARB1	Control-7-IFNb	1.5
ADARB1	Control-7-LPS	2.43
ADARB1	Control-8-Basal	0.95
ADARB1	Control-8-IFNb	6.4
ADARB1	Control-8-LPS	6.54
ADARB1	Control-9-Basal	4.79
ADARB1	Control-9-IFNb	1.81
ADARB1	Control-9-LPS	4.14
ADARB1	MCI-1-Basal	1.4
ADARB1	MCI-1-IFNb	3.47
ADARB1	MCI-1-LPS	5.05
ADARB1	MCI-10-Basal	2.83
ADARB1	MCI-10-IFNb	2.72
ADARB1	MCI-10-LPS	9.89
ADARB1	MCI-11-Basal	2.61
ADARB1	MCI-11-IFNb	0.99
ADARB1	MCI-11-LPS	3.23
ADARB1	MCI-2-Basal	2.83
ADARB1	MCI-2-IFNb	5.3
ADARB1	MCI-2-LPS	6.22
ADARB1	MCI-3-Basal	1.57
ADARB1	MCI-3-IFNb	10.89
ADARB1	MCI-3-LPS	6.98
ADARB1	MCI-4-Basal	1.98
ADARB1	MCI-4-IFNb	3.71
ADARB1	MCI-4-LPS	9.51
ADARB1	MCI-5-Basal	1.37
ADARB1	MCI-5-IFNb	1.72
ADARB1	MCI-5-LPS	2.44
ADARB1	MCI-6-Basal	2.17
ADARB1	MCI-6-IFNb	3.76
ADARB1	MCI-6-LPS	2.18
ADARB1	MCI-7-Basal	2.58
ADARB1	MCI-7-IFNb	1.71
ADARB1	MCI-7-LPS	4.91
ADARB1	MCI-8-Basal	2.59
ADARB1	MCI-8-IFNb	5.5
ADARB1	MCI-8-LPS	13.45
ADARB1	MCI-9-Basal	0.88
ADARB1	MCI-9-IFNb	5.33
ADARB1	MCI-9-LPS	1.9
ADARB1	PD-1-Basal	0.68
ADARB1	PD-1-IFNb	1.26
ADARB1	PD-1-LPS	4.82
ADARB1	PD-10-Basal	1.33
ADARB1	PD-10-IFNb	3.16
ADARB1	PD-10-LPS	4.21
ADARB1	PD-11-Basal	0.76
ADARB1	PD-11-IFNb	1.61
ADARB1	PD-11-LPS	7.35
ADARB1	PD-2-Basal	1.69
ADARB1	PD-2-IFNb	2.12
ADARB1	PD-2-LPS	7.61
ADARB1	PD-3-Basal	3.37
ADARB1	PD-3-IFNb	2.41
ADARB1	PD-3-LPS	5.36
ADARB1	PD-4-Basal	2
ADARB1	PD-4-IFNb	1.85
ADARB1	PD-4-LPS	3.24
ADARB1	PD-5-Basal	2.23
ADARB1	PD-5-IFNb	1.77
ADARB1	PD-5-LPS	0.87
ADARB1	PD-6-Basal	4.29
ADARB1	PD-6-IFNb	4.38
ADARB1	PD-6-LPS	2.62
ADARB1	PD-7-Basal	1.73
ADARB1	PD-7-IFNb	2.19
ADARB1	PD-7-LPS	2.57
ADARB1	PD-8-Basal	1.18
ADARB1	PD-8-IFNb	1.5
ADARB1	PD-8-LPS	1.53
ADARB1	PD-9-Basal	2.17
ADARB1	PD-9-IFNb	0.85
ADARB1	PD-9-LPS	0.49
ADARB1	YC-1-Basal	0.91
ADARB1	YC-1-IFNb	2.31
ADARB1	YC-1-LPS	5.23
ADARB1	YC-10-Basal	1.11
ADARB1	YC-10-IFNb	5.17
ADARB1	YC-10-LPS	9.67
ADARB1	YC-11-Basal	1.07
ADARB1	YC-11-IFNb	8.4
ADARB1	YC-11-LPS	2.56
ADARB1	YC-2-Basal	1.29
ADARB1	YC-2-IFNb	2.91
ADARB1	YC-2-LPS	9.16
ADARB1	YC-3-Basal	2.29
ADARB1	YC-3-IFNb	2.52
ADARB1	YC-3-LPS	4.08
ADARB1	YC-4-Basal	2.45
ADARB1	YC-4-IFNb	6.68
ADARB1	YC-4-LPS	5.39
ADARB1	YC-5-Basal	1.85
ADARB1	YC-5-IFNb	3.16
ADARB1	YC-5-LPS	3.75
ADARB1	YC-6-Basal	3.17
ADARB1	YC-6-IFNb	2.93
ADARB1	YC-6-LPS	1.45
ADARB1	YC-7-Basal	1.99
ADARB1	YC-7-IFNb	6.55
ADARB1	YC-7-LPS	5.42
ADARB1	YC-8-Basal	1.54
ADARB1	YC-8-IFNb	4.67
ADARB1	YC-8-LPS	3.1
ADARB1	YC-9-Basal	0.47
ADARB1	YC-9-IFNb	1.85
ADARB1	YC-9-LPS	0.85
APOBEC3A	AD-1-Basal	83.31
APOBEC3A	AD-1-IFNb	11552.56
APOBEC3A	AD-1-LPS	85.31
APOBEC3A	AD-10-Basal	69.76
APOBEC3A	AD-10-IFNb	8213.29
APOBEC3A	AD-10-LPS	502.36
APOBEC3A	AD-11-Basal	55.22
APOBEC3A	AD-11-IFNb	8377.39
APOBEC3A	AD-11-LPS	762
APOBEC3A	AD-2-Basal	51.51
APOBEC3A	AD-2-IFNb	9239.3
APOBEC3A	AD-2-LPS	608.81
APOBEC3A	AD-3-Basal	284.67
APOBEC3A	AD-3-IFNb	9974.41
APOBEC3A	AD-3-LPS	803.42
APOBEC3A	AD-4-Basal	71.13
APOBEC3A	AD-4-IFNb	9893.78
APOBEC3A	AD-4-LPS	315.63
APOBEC3A	AD-5-Basal	43.25
APOBEC3A	AD-5-IFNb	10137.54
APOBEC3A	AD-5-LPS	78.93
APOBEC3A	AD-6-Basal	96.66
APOBEC3A	AD-6-IFNb	7581.11
APOBEC3A	AD-6-LPS	1381.44
APOBEC3A	AD-7-Basal	448.38
APOBEC3A	AD-7-IFNb	8198.48
APOBEC3A	AD-7-LPS	971.08
APOBEC3A	AD-8-Basal	1902.34
APOBEC3A	AD-8-IFNb	11687.02
APOBEC3A	AD-8-LPS	4702.26
APOBEC3A	AD-9-Basal	61.13
APOBEC3A	AD-9-IFNb	7517.08
APOBEC3A	AD-9-LPS	840.29
APOBEC3A	Control-1-Basal	282.62
APOBEC3A	Control-1-IFNb	10291.31
APOBEC3A	Control-1-LPS	601.13
APOBEC3A	Control-10-Basal	54.98
APOBEC3A	Control-10-IFNb	6615.93
APOBEC3A	Control-10-LPS	358.59
APOBEC3A	Control-11-Basal	25.77
APOBEC3A	Control-11-IFNb	7209.19
APOBEC3A	Control-11-LPS	355.59
APOBEC3A	Control-2-Basal	23.14
APOBEC3A	Control-2-IFNb	8148.66
APOBEC3A	Control-2-LPS	100.76
APOBEC3A	Control-3-Basal	58.18
APOBEC3A	Control-3-IFNb	9936.72
APOBEC3A	Control-3-LPS	323.18
APOBEC3A	Control-4-Basal	74.75
APOBEC3A	Control-4-IFNb	9593.67
APOBEC3A	Control-4-LPS	330.2
APOBEC3A	Control-5-Basal	553.18
APOBEC3A	Control-5-IFNb	11016.73
APOBEC3A	Control-5-LPS	1897.93
APOBEC3A	Control-6-Basal	16.95
APOBEC3A	Control-6-IFNb	9920.33
APOBEC3A	Control-6-LPS	12.97
APOBEC3A	Control-7-Basal	232.73
APOBEC3A	Control-7-IFNb	12457.07
APOBEC3A	Control-7-LPS	2667.59
APOBEC3A	Control-8-Basal	162.29
APOBEC3A	Control-8-IFNb	8887.93
APOBEC3A	Control-8-LPS	143.34
APOBEC3A	Control-9-Basal	17.38
APOBEC3A	Control-9-IFNb	8175.89
APOBEC3A	Control-9-LPS	35.59
APOBEC3A	MCI-1-Basal	19.4
APOBEC3A	MCI-1-IFNb	8073.67
APOBEC3A	MCI-1-LPS	9.87
APOBEC3A	MCI-10-Basal	63.92
APOBEC3A	MCI-10-IFNb	10419.1
APOBEC3A	MCI-10-LPS	208.36
APOBEC3A	MCI-11-Basal	174.03
APOBEC3A	MCI-11-IFNb	7009.29
APOBEC3A	MCI-11-LPS	134.3
APOBEC3A	MCI-2-Basal	115.01
APOBEC3A	MCI-2-IFNb	10992.58
APOBEC3A	MCI-2-LPS	892.73
APOBEC3A	MCI-3-Basal	314.59
APOBEC3A	MCI-3-IFNb	10906.69
APOBEC3A	MCI-3-LPS	93.08
APOBEC3A	MCI-4-Basal	148.28
APOBEC3A	MCI-4-IFNb	9338.76
APOBEC3A	MCI-4-LPS	93.35
APOBEC3A	MCI-5-Basal	287.39
APOBEC3A	MCI-5-IFNb	10569.55
APOBEC3A	MCI-5-LPS	890.02
APOBEC3A	MCI-6-Basal	228.59
APOBEC3A	MCI-6-IFNb	8581.01
APOBEC3A	MCI-6-LPS	390.89
APOBEC3A	MCI-7-Basal	163.86
APOBEC3A	MCI-7-IFNb	9356.68
APOBEC3A	MCI-7-LPS	614.48
APOBEC3A	MCI-8-Basal	2824.14
APOBEC3A	MCI-8-IFNb	12508.18
APOBEC3A	MCI-8-LPS	2402.61
